user_id,student_prior_started_skill_builder_count,student_prior_completed_skill_builder_count,student_prior_started_problem_set_count,student_prior_completed_problem_set_count,student_prior_completed_problem_count,student_prior_median_first_response_time,student_prior_median_time_on_task,student_prior_average_correctness,student_prior_average_attempt_count,video,completion
168311,2,2,48,47,382,51.072,62.566,0.8666666666666667,1.175392670157068,FALSE,1
168422,3,3,48,48,386,31.233,33.512,0.9054545454545454,1.155440414507772,TRUE,1
168456,0,0,30,24,95,82.893,91.285,0.3283582089552239,1.305263157894737,FALSE,0
168478,2,0,28,27,139,41.351,48.225,0.4482758620689655,1.3669064748201438,FALSE,0
168548,3,2,46,44,375,60.901,72.226,0.7749077490774908,1.3013333333333332,FALSE,0
168600,0,0,43,41,304,22.85,30.614,0.386046511627907,1.7072368421052633,TRUE,1
168753,3,2,48,47,377,27.551,34.599,0.6505576208178439,1.4456233421750664,TRUE,1
169059,1,0,30,27,179,43.078,48.95,0.3402061855670103,1.4916201117318435,TRUE,0
169189,3,3,48,46,376,49.4835,55.5615,0.8452830188679246,1.3643617021276595,TRUE,0
169197,0,0,46,44,320,40.433,46.422,0.39545454545454545,1.509375,TRUE,0
169302,0,0,43,39,330,37.7555,48.2355,0.2895927601809955,1.6,FALSE,0
169540,0,0,24,18,85,184.077,186.305,0.6440677966101694,1.352941176470588,FALSE,0
169586,1,1,47,46,372,55.36,71.6455,0.7628458498023716,1.3172043010752688,TRUE,1
169616,2,1,47,45,366,33.0065,36.733,0.7635658914728682,1.1666666666666667,TRUE,1
170100,3,3,43,32,187,63.324,70.319,0.6119402985074627,1.352941176470588,TRUE,0
170116,17,16,64,64,477,28.727,32.784,0.8260869565217391,1.2054507337526206,FALSE,1
170402,0,0,33,25,143,66.805,79.761,0.37623762376237624,1.6853146853146852,FALSE,1
170507,11,2,61,56,408,19.0995,27.066,0.19863013698630136,1.678921568627451,TRUE,0
170703,4,4,48,48,387,49.975,57.93,0.7890909090909091,1.2868217054263569,TRUE,1
171204,0,0,35,25,139,80.203,94.129,0.5625,1.5107913669064748,TRUE,0
171909,16,12,63,62,508,41.0795,71.1505,0.4631578947368421,1.8877952755905512,FALSE,1
172814,3,3,48,48,406,35.65,40.948,0.8041958041958042,1.1724137931034484,FALSE,1
172961,0,0,23,18,61,54.268,62.372,0.3,1.3934426229508197,TRUE,0
173446,15,12,57,55,425,38.206,48.925,0.7357859531772575,1.2752941176470587,FALSE,0
175946,4,1,56,35,311,23.578,29.301,0.5193798449612403,1.482315112540193,FALSE,1
175950,8,5,85,84,543,31.678,40.843,0.701530612244898,1.3720073664825043,TRUE,1
175971,17,11,64,64,512,30.853,40.209,0.6955380577427821,1.33984375,TRUE,0
176041,17,17,62,62,462,41.864,47.5415,0.806060606060606,1.1363636363636365,TRUE,1
176138,6,0,69,61,335,18.978,30.366,0.13793103448275862,1.5432835820895523,TRUE,0
176153,5,4,69,63,393,24.826,34.863,0.4316546762589928,1.4122137404580153,TRUE,1
176764,13,6,16,8,96,14.7155,22.387,0.3473684210526316,1.6458333333333333,FALSE,0
177021,9,6,3,0,46,34.5605,37.442,0.7111111111111111,1.3043478260869563,FALSE,0
177106,16,16,22,21,154,38.3225,41.7035,0.725925925925926,1.2467532467532467,TRUE,1
177232,8,4,73,73,479,28.85,44.359,0.33430232558139533,1.9164926931106472,FALSE,0
178315,16,14,22,21,158,22.922,32.0245,0.6444444444444445,1.360759493670886,FALSE,0
178506,3,0,21,6,56,16.7965,31.554,0.18867924528301888,2.0535714285714284,TRUE,0
181890,14,14,22,18,122,89.254,96.538,0.7476635514018691,1.2704918032786885,TRUE,1
182059,8,5,74,65,420,59.1525,68.389,0.6699029126213593,1.4761904761904765,FALSE,0
182592,4,4,7,2,25,43.55,49.579,0.72,1.32,FALSE,0
182641,13,12,22,19,115,49.445,51.585,0.797979797979798,1.2782608695652171,FALSE,1
182797,1,0,31,28,153,85.485,117.697,0.4270833333333333,1.6797385620915033,FALSE,0
183018,11,11,20,19,108,38.5225,41.728,0.776595744680851,1.2685185185185186,TRUE,0
183343,17,5,64,62,472,7.6435,13.1865,0.18895348837209305,1.4639830508474576,FALSE,0
183928,3,3,48,48,384,66.98,69.8865,0.8278388278388278,1.2161458333333333,FALSE,1
184542,5,1,33,26,171,16.062,21.699,0.5433070866141733,1.5555555555555556,TRUE,0
185351,13,10,22,21,202,25.9555,43.0085,0.4111111111111111,1.8613861386138617,TRUE,1
185415,12,12,6,6,94,27.8315,34.079,0.8214285714285714,1.297872340425532,TRUE,1
185439,8,4,72,62,391,52.277,62.346,0.5821428571428572,1.442455242966752,TRUE,0
185805,1,0,33,24,128,80.6875,95.1205,0.4382022471910113,1.484375,FALSE,0
186224,13,13,5,5,94,25.331,31.2125,0.872093023255814,1.148936170212766,TRUE,1
186237,13,13,5,5,106,44.4545,47.1655,0.7244897959183674,1.2735849056603774,TRUE,1
186559,13,13,5,5,93,25.533,26.593,0.8823529411764706,1.118279569892473,FALSE,1
186570,16,10,7,4,92,23.0625,32.8395,0.7,1.5434782608695652,TRUE,0
186613,13,11,5,5,124,35.6795,45.35,0.6434782608695652,1.2338709677419355,TRUE,1
186633,13,12,5,2,110,40.293,55.79,0.616822429906542,1.5272727272727271,TRUE,0
186691,13,12,5,5,120,26.0735,30.1945,0.6428571428571429,1.4083333333333332,FALSE,0
186713,14,13,6,5,126,18.6665,25.1775,0.5630252100840336,1.5238095238095235,TRUE,1
186799,12,12,4,4,94,33.0425,43.712,0.735632183908046,1.2872340425531914,TRUE,1
186863,13,12,5,5,112,24.357,32.5665,0.6442307692307693,1.375,FALSE,1
186953,5,2,40,37,189,38.53,60.29,0.23404255319148937,1.470899470899471,TRUE,0
186957,13,13,5,5,117,25.733,28.859,0.6422018348623854,1.2820512820512822,FALSE,1
187236,13,7,4,3,76,14.915,24.8285,0.44594594594594594,1.3552631578947367,TRUE,0
187376,12,12,3,3,87,20.43,25.627,0.7469879518072289,1.3218390804597702,TRUE,1
187472,13,13,5,5,98,27.68,28.5475,0.9325842696629212,1.0510204081632653,TRUE,1
187514,13,13,5,5,107,30,36.11,0.696969696969697,1.308411214953271,TRUE,1
187521,10,7,2,2,58,26.981,35.096,0.7454545454545455,1.1551724137931034,FALSE,1
187625,11,11,5,5,122,34.3005,45.6205,0.5929203539823009,1.4262295081967211,FALSE,1
187628,13,13,5,5,102,21.1645,23.9475,0.7659574468085106,1.4117647058823528,FALSE,1
187755,13,13,5,3,79,30.257,36.72,0.7837837837837838,1.240506329113924,TRUE,1
187787,12,12,5,5,94,41.4135,42.4325,0.7674418604651163,1.3085106382978724,TRUE,1
187799,12,12,5,5,104,40.9795,46.733,0.7872340425531915,1.25,TRUE,1
187930,14,11,6,6,153,15.142,20.68,0.4861111111111111,1.3725490196078431,TRUE,1
188044,13,12,5,5,103,37.075,39.075,0.6526315789473685,1.2524271844660193,FALSE,0
188064,13,11,4,2,87,16.596,21.808,0.7023809523809523,1.367816091954023,FALSE,0
188098,6,2,2,0,17,40.799,48.343,0.35294117647058826,1.4705882352941175,TRUE,1
188122,13,13,5,5,111,34.085,47.802,0.7647058823529411,1.2882882882882882,FALSE,1
188165,13,13,5,5,111,26.625,29.994,0.6568627450980392,1.4504504504504503,FALSE,1
188357,14,14,5,5,104,58.222,71.671,0.7684210526315789,1.4519230769230769,TRUE,1
188417,13,13,5,5,118,34.449,47.2095,0.7545454545454545,1.2203389830508475,TRUE,1
188480,13,13,5,5,105,39.357,41.505,0.7835051546391752,1.3238095238095238,TRUE,1
188514,10,10,4,4,92,38.47,43.3545,0.7411764705882353,1.3043478260869563,TRUE,1
188654,12,12,5,5,109,22.837,28.191,0.6534653465346535,1.4862385321100915,TRUE,1
188689,12,11,5,5,116,41.03,52.8795,0.6415094339622641,1.4655172413793105,TRUE,1
188712,13,13,3,2,69,30.636,32.065,0.7878787878787878,1.289855072463768,FALSE,1
188724,14,14,5,5,111,62.141,73.596,0.6893203883495146,1.3423423423423424,FALSE,1
188742,13,13,5,5,102,34.331,35.4405,0.8924731182795699,1.1274509803921569,FALSE,1
188769,12,12,3,3,92,36.1745,43.9375,0.7386363636363636,1.2826086956521738,TRUE,1
188884,13,13,4,4,104,34.593,42.278,0.6979166666666666,1.5096153846153846,TRUE,1
188961,12,12,5,5,94,23.6195,24.754,0.6785714285714286,1.2872340425531914,FALSE,1
189219,13,13,5,5,102,38.293,43.496,0.7553191489361702,1.3725490196078431,TRUE,1
189399,13,13,5,5,92,27.6405,28.4945,0.8333333333333334,1.2934782608695652,TRUE,1
189468,7,6,3,3,60,85.731,100.701,0.7142857142857143,1.3833333333333333,FALSE,1
189479,13,13,5,5,117,81.098,94.577,0.8055555555555556,1.2820512820512822,FALSE,1
189516,13,12,6,6,129,62.322,79.545,0.6218487394957983,1.496124031007752,FALSE,1
189626,11,10,3,3,74,32.7825,42.896,0.7142857142857143,1.391891891891892,FALSE,0
189714,0,0,32,29,153,126.465,141.038,0.6767676767676768,1.30718954248366,FALSE,1
189952,12,6,3,3,92,20.91,28.4095,0.5227272727272727,1.5434782608695652,TRUE,1
189986,10,8,2,1,71,22.1,37.726,0.5652173913043478,2,TRUE,1
190351,12,12,5,5,100,28.7745,33.46,0.717391304347826,1.35,FALSE,1
190534,13,13,5,5,109,34.513,39.532,0.7623762376237624,1.275229357798165,TRUE,1
190690,13,13,5,4,101,22.832,26.214,0.7526881720430108,1.316831683168317,TRUE,1
190815,13,13,5,5,103,45.873,47.388,0.7659574468085106,1.300970873786408,TRUE,1
190877,14,13,3,3,111,31.49,40.781,0.6542056074766355,1.2162162162162162,FALSE,1
190918,13,13,5,5,100,70.8045,73.7225,0.8043478260869565,1.25,FALSE,1
191073,10,10,3,3,70,35.0635,36.8835,0.8615384615384616,1.2571428571428571,FALSE,1
191293,13,13,5,5,107,43.683,52.31,0.7070707070707071,1.327102803738318,FALSE,1
191368,18,18,5,5,162,37.192,43.147,0.738562091503268,1.2407407407407407,TRUE,1
191391,13,12,5,5,130,24.0415,30.3965,0.5573770491803278,1.476923076923077,TRUE,1
191581,15,13,5,4,175,48.884,75.792,0.5847953216374269,1.377142857142857,TRUE,0
191866,11,10,5,5,89,34.742,38.675,0.7901234567901234,1.3146067415730338,TRUE,1
191938,6,3,2,2,34,33.0035,41.0745,0.6129032258064516,1.6176470588235294,TRUE,0
192007,13,13,5,5,101,34.74,40.916,0.7311827956989247,1.4455445544554455,TRUE,1
192174,10,10,5,5,99,32.976,36.205,0.6888888888888889,1.3535353535353536,TRUE,1
192331,17,14,62,57,443,25.25,32.227,0.5779816513761468,1.345372460496614,TRUE,0
192352,13,13,5,5,94,51.7515,55.682,0.8023255813953488,1.2234042553191489,FALSE,1
192618,12,12,5,5,106,22.6385,28.4575,0.6836734693877551,1.4056603773584906,TRUE,1
192743,13,12,4,4,139,34.023,39.707,0.5984848484848485,1.3669064748201438,TRUE,1
193061,13,13,5,5,91,82.688,103.509,0.8554216867469879,1.2417582417582418,FALSE,1
193212,13,12,5,5,116,51.1305,62.1225,0.6944444444444444,1.2844827586206895,FALSE,1
193229,12,12,5,5,95,50.438,56.574,0.7931034482758621,1.2105263157894737,FALSE,1
193280,9,8,4,3,90,52.331,63.9645,0.75,1.2,FALSE,1
193304,12,8,4,3,79,52.166,60.932,0.7236842105263158,1.6962025316455696,FALSE,1
193347,12,12,4,2,87,29.137,32.883,0.7738095238095238,1.2528735632183907,FALSE,1
193534,12,11,5,2,91,21.375,25.028,0.625,1.3956043956043955,FALSE,1
193544,10,7,5,4,69,35.471,41.673,0.6612903225806451,1.3188405797101448,FALSE,1
195165,12,12,3,3,81,23.878,25.973,0.8,1.1975308641975309,FALSE,1
196211,8,8,5,5,81,40.936,40.944,0.8493150684931506,1.1975308641975309,FALSE,1
197001,13,13,5,5,105,62.299,73.939,0.7835051546391752,1.2857142857142858,TRUE,1
197527,13,13,5,5,95,27.53,28.624,0.8390804597701149,1.1789473684210523,FALSE,1
198519,12,11,5,5,108,31.72,40.193,0.62,1.4259259259259258,FALSE,1
198699,13,12,5,2,88,35.217,43.1825,0.7411764705882353,1.3409090909090908,FALSE,0
199319,13,10,3,0,64,22.07,32.6585,0.6507936507936508,1.34375,TRUE,1
199516,0,0,38,33,210,50.026,52.8675,0.5109489051094891,1.2476190476190476,FALSE,1
200498,9,5,3,1,47,30.523,35.486,0.7777777777777778,1.127659574468085,TRUE,0
200834,11,11,5,5,98,49.853,53.449,0.6741573033707865,1.2959183673469388,FALSE,1
201139,13,13,3,3,74,36.062,37.3575,0.8428571428571429,1.2027027027027026,TRUE,1
201395,12,12,4,2,68,56.063,61.14,0.8833333333333333,1.1323529411764706,TRUE,1
201587,13,13,5,5,102,24.32,28.7495,0.8494623655913979,1.1666666666666667,FALSE,1
201686,10,8,3,2,80,18.844,25.1615,0.6052631578947368,1.5,TRUE,0
201841,13,12,3,2,106,30.376,37.5735,0.6407766990291263,1.5471698113207546,FALSE,0
201845,10,9,5,3,84,32.428,38.432,0.6410256410256411,1.4523809523809523,FALSE,1
202346,2,2,31,28,140,38.309,43.062,0.2391304347826087,1.55,TRUE,1
203634,10,5,35,33,255,20.934,33.691,0.18686868686868688,2.0705882352941174,FALSE,0
203903,5,3,3,2,42,31.372,38.0085,0.5277777777777778,1.5,TRUE,1
204249,13,12,3,2,68,22.133,23.7015,0.8615384615384616,1.1176470588235294,FALSE,1
206037,14,14,6,6,113,27.736,28.575,0.8737864077669902,1.1238938053097345,TRUE,1
206953,12,12,5,5,91,84.671,90.31,0.8765432098765432,1.120879120879121,TRUE,1
207691,14,14,6,6,127,25.998,29.938,0.6386554621848739,1.3937007874015748,TRUE,1
207734,14,14,5,4,92,39.1595,45.271,0.8470588235294118,1.1956521739130437,FALSE,0
208718,11,10,3,3,101,33.098,51.251,0.6632653061224489,1.5841584158415842,TRUE,1
208898,13,13,4,4,99,29.356,33.248,0.776595744680851,1.2828282828282829,TRUE,1
209497,12,12,4,4,90,54.703,57.759,0.7037037037037037,1.3888888888888888,TRUE,1
210304,10,8,3,2,53,19.377,24.334,0.6666666666666666,1.30188679245283,FALSE,0
210533,14,14,5,5,118,29.0785,33.2035,0.8,1.2627118644067796,FALSE,1
211801,11,10,2,1,40,11.8915,19.0425,0.7692307692307693,1.4,TRUE,1
213384,13,12,4,4,96,25.4405,30.1295,0.7471264367816092,1.2291666666666667,TRUE,1
213443,8,6,3,2,57,46.272,84.189,0.7037037037037037,1.5263157894736843,TRUE,1
214229,9,9,4,3,80,20.866,25.416,0.7866666666666666,1.3625,FALSE,1
215302,13,13,4,4,83,29.598,34.576,0.8421052631578947,1.3734939759036144,TRUE,1
216616,14,14,3,1,66,51.7745,60.3455,0.7903225806451613,1.2121212121212122,TRUE,1
218174,13,10,0,0,48,12.1945,14.393,0.7916666666666666,1.1875,TRUE,1
218192,12,12,5,3,92,35.9015,41.108,0.7529411764705882,1.2826086956521738,TRUE,1
218647,3,0,2,1,8,34.3825,74.418,0,1.625,TRUE,0
218790,21,20,11,8,114,19.7395,23.1755,0.8421052631578947,1.2105263157894737,FALSE,0
218798,23,20,13,12,168,23.3035,25.128,0.8154761904761905,1.3333333333333333,FALSE,1
218997,13,8,16,14,144,25.151,43.6825,0.4338235294117647,2.0833333333333335,TRUE,0
219456,25,23,14,14,173,20.171,20.277,0.7861271676300579,1.2774566473988438,TRUE,1
219542,24,24,14,13,172,16.249,17.471,0.8023255813953488,1.2325581395348837,TRUE,1
219987,25,22,14,14,184,13.9105,15.744,0.8532608695652174,1.1684782608695652,FALSE,1
220406,23,22,14,14,178,29.726,30.687,0.7808988764044944,1.2808988764044944,FALSE,1
221339,22,18,13,11,154,15.6855,21.7405,0.8116883116883117,1.2272727272727273,TRUE,0
221929,24,17,13,13,239,59.495,86.23,0.5564853556485355,1.6736401673640169,TRUE,1
223154,12,12,3,3,103,29.438,34.657,0.7040816326530612,1.3300970873786409,FALSE,1
223249,11,8,3,2,61,27.659,31.845,0.7142857142857143,1.2295081967213115,FALSE,1
223519,9,9,27,24,200,50.829,63.76,0.6821192052980133,1.38,TRUE,1
224645,6,6,2,0,31,32.049,40.678,0.7666666666666667,1.3225806451612905,TRUE,0
229657,12,12,4,4,100,40.3075,42.039,0.7608695652173914,1.36,FALSE,1
230769,13,13,4,4,102,36.4785,41.078,0.6947368421052632,1.4019607843137254,TRUE,1
231235,1,0,22,22,203,65.764,75.796,0.296875,1.541871921182266,TRUE,0
231401,21,17,13,13,158,20.303,26.951,0.5759493670886076,1.5379746835443038,FALSE,0
232234,23,21,13,13,167,27.683,29.885,0.8083832335329342,1.1796407185628743,FALSE,1
232875,9,8,7,7,109,43.227,62.33,0.6055045871559633,1.3119266055045873,FALSE,0
232878,0,0,21,21,189,150.609,210.299,0.6206896551724138,1.3597883597883598,TRUE,0
234496,0,0,11,6,54,47.53,59.222,0.28125,1.462962962962963,FALSE,0
236580,12,12,2,2,65,13.386,18.885,0.7419354838709677,1.2461538461538462,FALSE,1
237307,13,13,4,3,94,23.6325,24.7975,0.8426966292134831,1.148936170212766,TRUE,1
237999,13,11,3,3,110,27.7775,35.556,0.6792452830188679,1.3454545454545457,FALSE,1
238165,12,10,1,1,60,38.9555,41.5055,0.7758620689655172,1.3166666666666669,TRUE,1
239963,21,19,12,12,151,22.211,22.852,0.7947019867549668,1.5033112582781456,FALSE,0
240849,13,13,4,4,104,28.0175,35.924,0.7319587628865979,1.2115384615384617,FALSE,1
242190,13,13,4,4,114,27.273,29.1425,0.7641509433962265,1.2456140350877194,TRUE,1
242516,10,10,4,2,56,20.659,21.583,0.8679245283018868,1.1071428571428572,FALSE,1
243155,8,7,0,0,29,18.958,22.688,0.8620689655172413,1.137931034482759,FALSE,0
243876,13,13,4,4,95,29.841,29.848,0.8850574712643678,1.2105263157894737,FALSE,1
244653,21,21,14,14,156,20.4745,25.062,0.7756410256410257,1.4423076923076923,TRUE,1
245258,13,11,4,4,110,25.931,31.401,0.6057692307692307,1.4272727272727272,TRUE,1
245492,24,22,15,14,175,22.798,29.769,0.5828571428571429,1.5542857142857145,TRUE,0
246016,12,11,2,2,82,40.992,45.3545,0.7012987012987013,1.3414634146341462,FALSE,1
246307,12,11,2,2,75,34.685,41.776,0.8,1.2133333333333334,TRUE,0
246445,14,14,3,3,105,29.403,43.115,0.5445544554455446,1.6,TRUE,1
246731,13,13,5,5,121,28.6,31.843,0.7614678899082569,1.2727272727272727,FALSE,1
248087,12,11,33,33,237,28.61,32.701,0.6234567901234568,1.2531645569620251,FALSE,0
249921,9,9,3,2,54,35.0285,35.0315,0.8163265306122449,1.1851851851851851,FALSE,1
250241,7,2,4,0,13,295.068,204.604,0.5,1.4615384615384617,TRUE,1
250869,16,15,10,6,125,53.4,62.001,0.672,1.4,FALSE,0
250888,9,8,21,21,175,43.242,53.051,0.4695121951219512,1.8,TRUE,1
251098,9,9,21,19,160,53.169,71.0855,0.5855263157894737,1.51875,FALSE,1
251450,9,8,21,21,168,84.952,92.5885,0.7707006369426752,1.3511904761904765,FALSE,1
252081,2,0,2,1,8,183.4375,134.7135,0.5,0.875,FALSE,0
252766,5,4,2,2,27,46.574,50.705,0.8181818181818182,1.222222222222222,FALSE,0
253115,5,5,2,2,61,23.365,38.912,0.5789473684210527,1.3114754098360657,FALSE,0
253234,6,3,2,2,59,25.838,35.531,0.4444444444444444,1.5084745762711864,FALSE,0
255384,6,2,2,2,19,180.562,194.609,0.6428571428571429,1.368421052631579,TRUE,1
257221,1,1,1,0,20,63.8515,63.8635,0.5,1.25,FALSE,0
257449,3,2,3,3,32,36.5375,38.904,0.7777777777777778,1.21875,FALSE,0
258337,2,1,24,16,55,213.454,314.436,0.4444444444444444,2.2727272727272725,TRUE,0
259857,15,15,10,10,139,16.895,27.089,0.5107913669064749,1.8633093525179856,TRUE,0
260806,7,7,3,3,81,38.231,50.186,0.64,1.3209876543209875,TRUE,1
261969,4,2,2,2,25,48.034,63.249,0.7,1.24,FALSE,0
262126,7,6,1,1,43,25.341,26.38,0.7619047619047619,1.2325581395348837,FALSE,1
262319,3,1,1,1,23,60.628,61.027,0.4545454545454546,1.434782608695652,FALSE,0
262531,9,7,21,20,186,28.4625,34.582,0.6,1.5376344086021505,FALSE,0
262580,5,5,2,2,35,35.001,40.877,0.8666666666666667,1.1428571428571428,TRUE,0
262590,0,0,19,18,174,109.756,127.349,0.5405405405405406,1.442528735632184,FALSE,1
267614,2,0,0,0,4,50.232,50.237,0.75,1.25,TRUE,0
268041,6,2,2,1,34,39.0405,47.875,0.43333333333333335,1.4705882352941175,FALSE,0
270619,5,3,19,7,96,98.9145,115.929,0.651685393258427,1.4583333333333333,FALSE,0
274089,20,14,16,15,219,32.298,41.146,0.3962264150943397,1.8584474885844748,TRUE,0
276540,15,15,6,6,155,44.001,56.362,0.6394557823129252,2.0451612903225804,TRUE,1
277310,19,18,14,13,149,15.516,18.565,0.6510067114093959,1.395973154362416,FALSE,0
281389,6,3,10,4,51,23.315,39.658,0.5227272727272727,1.7058823529411764,FALSE,0
282264,5,4,2,2,54,20.6545,23.454,0.6,1.6111111111111112,FALSE,1
283559,17,10,176,160,1073,34.877,47.306,0.5403726708074534,1.53215284249767,TRUE,0
291172,6,4,9,4,70,23.8125,38.6675,0.4782608695652174,1.8571428571428572,TRUE,0
293569,5,2,1,1,25,30.862,30.953,0.64,1.28,TRUE,0
293977,7,7,21,20,160,44.1935,49.4935,0.4899328859060403,1.48125,FALSE,1
296075,4,1,15,7,61,25.083,59.202,0.1111111111111111,1.7213114754098362,TRUE,0
296410,7,7,21,19,144,44.609,58.389,0.6194029850746269,1.6458333333333333,TRUE,0
296462,12,9,36,34,300,28.8005,44.411,0.611353711790393,1.5533333333333332,FALSE,0
296550,13,12,16,13,154,39.118,70.6065,0.5533333333333333,1.8311688311688312,TRUE,0
297279,11,11,21,21,187,61.622,64.711,0.6136363636363636,1.5668449197860963,FALSE,0
297329,6,2,125,63,434,48.345,63.2135,0.5432525951557093,1.476958525345622,TRUE,1
297596,10,10,21,19,160,36.763,44.7145,0.6266666666666667,1.86875,TRUE,1
297667,6,5,1,1,35,49.298,59.788,0.8064516129032258,1.1142857142857143,TRUE,0
298760,10,10,14,11,141,38.986,48.604,0.6131386861313869,1.6950354609929077,TRUE,1
301675,17,16,17,17,201,70.247,76.696,0.764102564102564,1.3233830845771144,TRUE,1
311818,9,9,4,4,81,24.616,29.093,0.5342465753424658,1.308641975308642,FALSE,1
314066,7,7,11,8,86,59.7165,74.286,0.6744186046511628,1.3837209302325582,TRUE,0
315352,0,0,1,0,8,36.732,36.7425,1,1,FALSE,0
316272,5,4,1,0,25,11.075,14.648,0.75,1.24,TRUE,1
318449,9,9,4,4,89,43.334,47.265,0.7283950617283951,1.6179775280898876,TRUE,1
324009,9,7,2,2,77,31.41,45.312,0.5945945945945946,1.4415584415584417,TRUE,1
331129,11,8,1,1,55,21.786,28.694,0.6470588235294118,1.490909090909091,TRUE,0
336564,8,5,3,1,83,31.306,41.848,0.49382716049382713,1.5542168674698795,FALSE,0
337274,18,8,129,97,654,38.4695,51.535,0.5727482678983834,1.434250764525994,FALSE,0
